,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
11035,7/8/2007,06:25:00,0.178,0.088,237.690,0.800,0.000,0.000,0.0
11036,2/2/2008,13:19:00,1.230,0.194,241.150,5.200,0.000,0.000,0.0
11037,28/10/2009,14:01:00,1.310,0.000,242.550,5.400,0.000,0.000,18.0
11038,16/2/2008,14:09:00,3.576,0.134,236.860,15.000,0.000,36.000,17.0
11039,15/7/2008,09:37:00,1.388,0.168,238.390,5.800,0.000,0.000,18.0
11040,3/7/2007,09:53:00,1.294,0.058,237.440,5.400,0.000,1.000,17.0
11041,11/3/2009,05:52:00,0.326,0.108,244.210,1.400,0.000,1.000,0.0
11042,27/5/2008,02:15:00,0.296,0.114,239.300,1.400,0.000,0.000,1.0
11043,9/7/2007,08:09:00,1.314,0.204,235.530,5.600,0.000,2.000,17.0
11044,1/10/2008,19:43:00,1.272,0.364,238.910,5.400,0.000,0.000,1.0
11045,25/12/2009,17:46:00,2.412,0.304,242.490,10.000,0.000,1.000,19.0
11046,14/2/2010,19:14:00,2.618,0.104,231.950,11.200,0.000,0.000,18.0
11047,1/7/2009,05:49:00,1.442,0.220,242.280,6.000,0.000,0.000,19.0
11048,12/4/2010,11:59:00,3.228,0.000,235.440,14.200,32.000,0.000,17.0
11049,17/10/2008,02:12:00,0.296,0.048,242.340,1.200,0.000,0.000,1.0
11050,22/5/2009,00:01:00,1.528,0.242,243.210,6.200,0.000,2.000,19.0
11051,28/2/2010,01:00:00,0.602,0.228,243.810,2.600,0.000,2.000,1.0
11052,7/8/2010,11:20:00,0.158,0.000,242.310,0.600,0.000,0.000,1.0
11053,21/4/2007,18:42:00,1.266,0.098,236.590,7.000,17.000,0.000,0.0
11054,19/9/2010,13:18:00,0.446,0.128,242.450,1.800,0.000,1.000,0.0
11055,23/6/2010,00:53:00,0.252,0.120,241.290,1.200,0.000,0.000,1.0
11056,12/7/2007,01:30:00,1.362,0.200,238.660,5.600,0.000,0.000,18.0
11057,2/1/2010,23:05:00,0.754,0.122,245.220,3.000,0.000,0.000,1.0
11058,16/11/2008,20:24:00,3.938,0.180,235.430,16.800,1.000,0.000,17.0
11059,26/4/2010,10:05:00,0.336,0.116,240.600,1.400,0.000,0.000,0.0
11060,28/7/2009,11:47:00,0.244,0.122,242.200,1.200,0.000,2.000,0.0
11061,17/10/2007,18:23:00,0.220,0.000,240.510,1.000,0.000,0.000,0.0
11062,7/4/2008,16:46:00,0.416,0.100,243.930,1.800,0.000,0.000,1.0
11063,19/6/2009,13:06:00,0.912,0.240,240.110,3.800,0.000,0.000,12.0
11064,1/5/2008,18:07:00,0.246,0.000,240.480,1.000,0.000,0.000,0.0
11065,6/2/2008,23:52:00,0.304,0.076,244.540,1.200,0.000,0.000,0.0
11066,19/12/2008,14:36:00,0.324,0.000,243.820,1.600,0.000,0.000,0.0
11067,10/5/2007,06:28:00,0.212,0.110,238.960,1.000,0.000,0.000,0.0
11068,14/5/2007,09:43:00,1.274,0.154,231.680,5.400,0.000,0.000,16.0
11069,29/1/2009,01:53:00,0.238,0.060,243.310,1.000,0.000,0.000,0.0
11070,19/1/2007,16:39:00,1.588,0.122,241.650,6.600,0.000,0.000,19.0
11071,31/10/2008,13:02:00,1.674,0.194,243.370,7.000,0.000,2.000,18.0
11072,17/11/2010,20:21:00,2.47,0.144,238.58,10.4,1.0,1.0,18.0
11073,22/9/2009,13:41:00,0.458,0.050,241.710,2.000,0.000,0.000,0.0
11074,21/3/2008,13:05:00,0.384,0.216,243.250,1.800,0.000,0.000,0.0
11075,19/2/2007,01:10:00,1.500,0.242,241.290,6.200,0.000,1.000,18.0
11076,2/3/2009,00:26:00,0.294,0.000,242.440,1.400,0.000,0.000,0.0
11077,13/12/2008,03:36:00,1.298,0.068,242.180,5.200,0.000,0.000,18.0
11078,5/2/2010,23:17:00,1.388,0.000,241.350,5.600,1.000,0.000,19.0
11079,23/11/2009,14:03:00,0.406,0.000,246.520,1.600,0.000,0.000,1.0
11080,24/3/2010,19:09:00,1.002,0.000,234.530,4.200,0.000,0.000,0.0
11081,5/10/2008,01:52:00,0.642,0.226,240.570,2.800,0.000,2.000,1.0
11082,12/11/2010,04:40:00,0.226,0.058,243.83,1.0,0.0,0.0,0.0
11083,28/5/2008,18:13:00,0.162,0.000,242.100,0.600,0.000,0.000,0.0
11084,24/10/2009,17:01:00,1.426,0.120,241.080,5.800,0.000,1.000,18.0
11085,29/12/2009,07:40:00,1.810,0.064,242.660,8.000,0.000,0.000,0.0
11086,23/7/2009,21:15:00,0.246,0.150,245.620,1.200,0.000,0.000,1.0
11087,8/4/2008,07:18:00,2.362,0.230,242.690,9.800,0.000,1.000,19.0
11088,7/1/2009,14:55:00,2.592,0.000,247.820,10.600,1.000,34.000,0.0
11089,14/5/2008,14:47:00,0.974,0.190,237.910,4.200,1.000,0.000,12.0
11090,6/7/2009,07:26:00,1.248,0.000,239.020,5.200,0.000,0.000,18.0
11091,18/1/2007,05:56:00,0.212,0.000,240.840,0.800,0.000,0.000,0.0
11092,28/9/2010,03:10:00,?,?,?,?,?,?,
11093,12/1/2010,09:27:00,1.352,0.000,244.310,5.400,0.000,0.000,19.0
11094,3/2/2007,07:21:00,2.652,0.100,237.590,11.000,0.000,0.000,0.0
11095,19/6/2009,01:04:00,0.258,0.098,244.180,1.000,0.000,0.000,1.0
11096,28/2/2007,21:16:00,0.338,0.122,240.840,1.600,0.000,0.000,0.0
11097,25/6/2008,22:34:00,1.332,0.432,238.720,5.800,2.000,1.000,1.0
11098,19/1/2009,10:54:00,1.484,0.216,242.320,6.200,0.000,1.000,18.0
11099,28/7/2009,12:56:00,0.472,0.144,242.210,2.000,0.000,3.000,0.0
11100,6/7/2010,16:35:00,0.766,0.288,240.350,3.400,0.000,1.000,0.0
11101,12/6/2008,00:13:00,0.372,0.250,240.940,1.800,0.000,1.000,0.0
11102,19/10/2007,05:05:00,0.326,0.094,240.690,1.400,0.000,0.000,0.0
11103,28/3/2009,02:07:00,0.342,0.082,243.010,1.400,0.000,0.000,0.0
11104,8/12/2008,21:12:00,2.246,0.178,241.340,9.200,0.000,0.000,18.0
11105,5/1/2009,14:11:00,0.468,0.176,243.000,2.200,0.000,0.000,0.0
11106,5/5/2010,08:32:00,0.828,0.150,238.330,3.600,0.000,0.000,0.0
11107,16/4/2009,01:52:00,1.076,0.234,239.340,4.600,0.000,0.000,11.0
11108,25/7/2007,09:53:00,0.214,0.104,232.780,1.000,0.000,0.000,0.0
11109,13/7/2009,16:20:00,0.134,0.000,245.230,0.600,0.000,0.000,1.0
11110,8/7/2008,12:40:00,0.218,0.108,240.500,1.000,0.000,0.000,0.0
11111,18/5/2010,01:45:00,0.370,0.094,241.910,1.600,0.000,0.000,1.0
11112,12/12/2008,22:55:00,1.146,0.098,243.570,4.800,0.000,0.000,0.0
11113,10/9/2008,04:46:00,0.246,0.102,237.830,1.000,0.000,0.000,1.0
11114,24/3/2010,05:18:00,0.414,0.246,242.370,2.000,0.000,1.000,1.0
11115,9/3/2007,01:55:00,0.300,0.086,241.530,1.200,0.000,1.000,0.0
11116,11/10/2007,23:36:00,1.768,0.000,241.170,7.200,0.000,0.000,0.0
11117,15/1/2007,16:03:00,1.606,0.160,244.760,6.600,0.000,0.000,19.0
11118,15/10/2010,07:28:00,2.176,0.070,239.040,9.200,0.000,0.000,19.0
11119,17/5/2009,13:02:00,0.746,0.490,241.070,3.600,0.000,1.000,0.0
11120,15/9/2010,08:46:00,1.344,0.182,237.800,5.600,0.000,1.000,18.0
11121,24/10/2009,09:40:00,1.734,0.250,238.030,7.200,2.000,1.000,18.0
11122,15/2/2009,15:56:00,0.270,0.068,244.010,1.200,0.000,1.000,0.0
11123,18/10/2007,06:45:00,0.238,0.000,239.650,1.000,0.000,0.000,0.0
11124,1/7/2008,05:08:00,0.314,0.238,241.690,1.600,0.000,0.000,1.0
11125,23/1/2010,16:30:00,0.782,0.208,241.980,3.400,0.000,0.000,1.0
11126,15/5/2010,16:38:00,0.492,0.112,243.170,2.200,0.000,0.000,0.0
11127,14/7/2007,21:09:00,0.366,0.128,243.450,1.800,0.000,0.000,0.0
11128,5/6/2007,09:11:00,1.286,0.094,232.030,5.400,0.000,0.000,16.0
11129,23/6/2009,17:42:00,0.902,0.214,239.600,3.800,0.000,2.000,12.0
11130,3/6/2010,13:20:00,2.652,0.272,237.120,11.800,15.000,0.000,18.0
11131,20/4/2010,16:11:00,1.602,0.000,241.750,6.600,0.000,0.000,18.0
11132,19/7/2008,23:08:00,0.984,0.072,238.840,4.000,0.000,1.000,1.0
11133,6/10/2008,18:30:00,0.420,0.000,240.490,2.000,0.000,0.000,0.0
11134,11/4/2007,09:54:00,1.578,0.318,238.960,6.600,0.000,1.000,17.0
11135,15/2/2008,19:31:00,0.588,0.000,242.200,2.400,0.000,0.000,0.0
11136,11/5/2010,18:21:00,1.142,0.086,240.080,4.800,0.000,0.000,1.0
11137,11/5/2009,08:49:00,1.964,0.086,239.890,8.200,0.000,0.000,29.0
11138,14/12/2009,13:00:00,0.244,0.000,245.830,1.000,0.000,0.000,1.0
11139,30/9/2008,13:31:00,0.984,0.246,240.520,4.200,0.000,0.000,11.0
11140,23/10/2007,02:00:00,0.322,0.112,243.930,1.400,0.000,0.000,0.0
11141,15/4/2007,07:25:00,0.314,0.126,242.550,1.400,0.000,0.000,0.0
11142,14/12/2008,12:03:00,4.118,0.266,235.950,17.400,38.000,0.000,17.0
11143,13/2/2009,14:44:00,1.420,0.112,242.330,5.800,0.000,0.000,18.0
11144,18/9/2010,10:16:00,0.428,0.000,239.660,1.800,0.000,1.000,0.0
11145,16/10/2008,13:39:00,0.702,0.000,240.820,3.000,0.000,0.000,1.0
11146,29/5/2010,05:15:00,0.430,0.330,240.670,2.200,0.000,1.000,1.0
11147,13/4/2010,03:42:00,0.370,0.188,242.130,1.600,0.000,2.000,1.0
11148,22/8/2008,20:28:00,0.162,0.140,240.210,0.800,0.000,2.000,1.0
11149,18/3/2007,01:28:00,0.336,0.136,244.290,1.400,0.000,0.000,0.0
11150,22/4/2007,18:18:00,0.468,0.234,244.150,2.400,0.000,1.000,0.0
11151,31/7/2009,19:55:00,1.358,0.286,239.810,5.800,1.000,18.000,0.0
11152,31/7/2008,21:15:00,1.312,0.378,237.400,5.600,0.000,0.000,1.0
11153,3/11/2009,12:16:00,1.146,0.404,241.680,5.000,0.000,0.000,1.0
11154,26/1/2008,09:07:00,2.346,0.170,237.770,10.600,7.000,1.000,17.0
11155,15/1/2009,18:25:00,0.640,0.072,239.840,2.600,0.000,0.000,0.0
11156,17/12/2009,06:55:00,2.134,0.282,242.060,8.800,0.000,0.000,19.0
11157,23/2/2007,23:37:00,0.786,0.114,243.730,3.200,0.000,1.000,0.0
11158,8/9/2010,11:15:00,0.190,0.046,241.820,0.800,0.000,0.000,1.0
11159,11/10/2008,13:46:00,1.968,0.070,239.520,8.600,1.000,0.000,19.0
11160,18/7/2007,22:38:00,0.232,0.114,231.240,1.000,0.000,1.000,0.0
11161,21/11/2008,14:20:00,0.434,0.166,242.730,2.000,0.000,1.000,0.0
11162,18/4/2010,08:06:00,0.406,0.076,242.920,1.800,0.000,0.000,1.0
11163,12/11/2008,11:07:00,1.276,0.064,240.360,5.200,0.000,0.000,18.0
11164,7/1/2007,22:58:00,1.744,0.260,244.300,7.200,0.000,3.000,19.0
11165,29/8/2009,22:40:00,0.302,0.000,242.870,1.400,0.000,0.000,1.0
11166,8/1/2008,15:04:00,1.572,0.208,244.430,6.400,0.000,0.000,19.0
11167,1/6/2007,09:01:00,1.324,0.076,233.800,5.600,0.000,0.000,16.0
11168,1/6/2010,13:36:00,1.466,0.000,240.440,6.000,0.000,0.000,19.0
11169,30/10/2008,02:47:00,0.774,0.064,243.580,3.200,0.000,2.000,0.0
11170,14/10/2010,22:45:00,3.804,0.094,241.980,15.600,39.000,0.000,19.0
11171,31/7/2008,13:47:00,0.328,0.236,239.820,1.600,0.000,1.000,1.0
11172,4/10/2007,08:40:00,2.188,0.058,236.680,9.200,0.000,0.000,17.0
11173,25/2/2010,14:08:00,1.924,0.162,241.810,7.800,0.000,1.000,18.0
11174,13/1/2007,23:21:00,4.854,0.198,235.950,20.800,0.000,0.000,17.0
11175,31/12/2006,22:01:00,2.632,0.326,236.710,11.200,0.000,1.000,0.0
11176,15/12/2008,17:19:00,0.272,0.000,243.110,1.200,0.000,0.000,0.0
11177,28/10/2010,13:19:00,0.592,0.0,247.55,2.4,0.0,0.0,1.0
11178,20/6/2010,07:37:00,0.332,0.204,241.490,1.600,0.000,1.000,0.0
11179,29/6/2008,10:20:00,0.334,0.206,238.000,1.600,0.000,2.000,0.0
11180,17/1/2008,07:35:00,0.650,0.094,239.470,2.800,0.000,0.000,0.0
11181,15/11/2010,12:23:00,3.708,0.196,233.11,15.8,0.0,36.0,17.0
11182,9/6/2010,16:21:00,0.370,0.070,241.890,1.600,0.000,0.000,1.0
11183,16/9/2010,00:17:00,0.376,0.090,242.330,1.600,0.000,1.000,1.0
11184,10/10/2007,10:45:00,0.368,0.174,237.690,1.600,0.000,1.000,0.0
11185,28/2/2008,20:53:00,0.310,0.092,235.320,1.400,0.000,0.000,0.0
11186,25/2/2009,07:47:00,2.366,0.000,240.520,9.800,0.000,0.000,18.0
11187,9/12/2008,00:06:00,0.216,0.050,245.760,0.800,0.000,0.000,0.0
11188,9/4/2009,00:50:00,1.130,0.000,242.540,4.600,0.000,0.000,1.0
11189,11/5/2009,09:56:00,1.548,0.310,238.550,6.600,0.000,1.000,18.0
11190,8/2/2009,10:50:00,1.552,0.206,239.780,6.400,0.000,1.000,17.0
11191,4/10/2007,06:52:00,5.770,0.136,232.810,24.800,0.000,0.000,17.0
11192,12/4/2010,20:58:00,1.636,0.078,241.630,6.800,0.000,1.000,1.0
11193,15/6/2009,17:02:00,0.990,0.382,241.820,4.400,0.000,2.000,12.0
11194,17/8/2007,15:33:00,0.254,0.182,241.930,1.400,0.000,0.000,0.0
11195,19/12/2006,20:29:00,3.322,0.450,241.030,14.200,0.000,17.000,0.0
11196,4/11/2007,12:56:00,0.380,0.232,241.670,1.800,0.000,1.000,0.0
11197,3/4/2009,14:59:00,1.512,0.088,244.890,6.200,0.000,0.000,18.0
11198,27/3/2010,15:30:00,1.356,0.066,239.040,5.600,0.000,0.000,18.0
11199,26/8/2008,11:23:00,0.080,0.000,240.530,0.200,0.000,0.000,1.0
11200,1/4/2008,22:03:00,1.534,0.000,236.140,6.400,1.000,0.000,17.0
11201,25/3/2008,00:58:00,0.320,0.092,243.310,1.400,0.000,0.000,0.0
11202,18/2/2010,06:15:00,0.432,0.210,244.000,2.000,0.000,1.000,1.0
11203,13/1/2009,09:21:00,1.922,0.084,243.490,7.800,1.000,0.000,19.0
11204,14/2/2007,23:56:00,0.362,0.132,243.590,1.600,0.000,0.000,0.0
11205,28/1/2009,14:35:00,2.138,0.124,245.180,8.800,0.000,0.000,19.0
11206,6/6/2010,21:08:00,2.900,0.398,240.070,12.800,0.000,0.000,19.0
11207,4/8/2008,10:39:00,0.310,0.232,236.200,1.600,0.000,1.000,1.0
11208,28/11/2009,20:03:00,1.528,0.000,239.230,6.400,1.000,0.000,19.0
11209,8/1/2008,11:22:00,0.394,0.200,240.360,1.800,0.000,0.000,0.0
11210,15/7/2009,11:37:00,0.312,0.190,240.760,1.400,0.000,1.000,1.0
11211,14/11/2009,20:59:00,4.562,0.334,238.090,19.200,36.000,0.000,18.0
11212,29/7/2010,09:16:00,0.342,0.232,239.960,1.600,0.000,1.000,1.0
11213,13/5/2009,04:00:00,0.326,0.000,241.140,1.400,0.000,1.000,1.0
11214,6/11/2008,07:35:00,2.166,0.238,239.600,9.200,0.000,0.000,18.0
11215,5/11/2008,04:43:00,0.260,0.064,240.190,1.200,0.000,0.000,0.0
11216,25/2/2009,19:23:00,0.208,0.000,237.970,0.800,0.000,0.000,0.0
11217,12/11/2008,20:16:00,1.372,0.064,239.230,5.800,0.000,0.000,0.0
11218,4/2/2008,18:36:00,0.654,0.082,236.730,2.800,0.000,0.000,0.0
11219,25/11/2007,14:45:00,1.418,0.146,240.930,5.800,0.000,1.000,18.0
11220,31/3/2007,23:39:00,2.066,0.190,241.290,8.600,0.000,2.000,17.0
11221,26/1/2010,00:19:00,3.862,0.060,242.550,15.800,39.000,0.000,18.0
11222,5/8/2010,18:31:00,0.958,0.336,240.960,4.200,0.000,0.000,12.0
11223,25/5/2010,10:11:00,1.400,0.198,239.870,5.800,0.000,0.000,18.0
11224,26/5/2009,18:46:00,0.312,0.056,227.080,1.400,0.000,1.000,1.0
11225,21/11/2010,22:27:00,1.792,0.084,236.69,7.6,0.0,0.0,17.0
11226,16/12/2008,16:34:00,0.276,0.000,247.510,1.200,0.000,0.000,0.0
11227,19/11/2009,11:47:00,1.396,0.084,241.450,5.800,0.000,0.000,19.0
11228,6/10/2008,15:12:00,0.360,0.078,241.180,1.600,0.000,0.000,1.0
11229,9/1/2008,09:04:00,1.604,0.050,240.120,6.600,0.000,0.000,17.0
11230,24/7/2010,12:34:00,0.670,0.124,240.300,2.800,0.000,2.000,0.0
11231,27/6/2007,22:56:00,1.066,0.116,241.080,4.400,0.000,0.000,0.0
11232,13/2/2007,13:30:00,0.240,0.000,242.830,1.000,0.000,0.000,0.0
11233,17/5/2010,07:29:00,2.228,0.060,240.610,9.400,0.000,0.000,26.0
11234,22/8/2007,10:22:00,1.342,0.228,240.940,5.600,0.000,0.000,18.0
11235,1/5/2009,00:20:00,1.412,0.120,240.760,5.800,0.000,0.000,18.0
11236,5/1/2010,08:57:00,3.638,0.626,241.770,15.400,1.000,0.000,19.0
11237,16/8/2007,15:39:00,0.178,0.104,239.010,0.800,0.000,0.000,0.0
11238,6/12/2007,09:32:00,3.798,0.060,236.620,16.000,38.000,0.000,18.0
11239,8/3/2009,04:07:00,0.400,0.226,244.860,1.800,0.000,2.000,0.0
11240,3/11/2009,04:40:00,0.222,0.000,244.230,0.800,0.000,0.000,1.0
11241,14/9/2007,09:40:00,1.220,0.086,232.410,5.200,0.000,0.000,17.0
11242,27/8/2008,11:13:00,0.830,0.254,239.280,3.600,0.000,0.000,12.0
11243,13/9/2007,19:53:00,1.018,0.374,240.280,4.400,0.000,0.000,0.0
11244,4/10/2008,09:50:00,1.920,0.452,242.840,8.000,0.000,1.000,19.0
11245,10/11/2009,18:56:00,1.184,0.000,237.610,5.000,0.000,0.000,1.0
11246,2/5/2009,06:21:00,0.358,0.140,242.010,1.600,0.000,0.000,1.0
11247,29/1/2008,22:26:00,3.010,0.064,240.250,12.400,0.000,0.000,17.0
11248,14/3/2008,08:12:00,1.772,0.072,237.730,7.400,0.000,0.000,17.0
11249,6/8/2008,10:27:00,0.086,0.000,239.870,0.600,0.000,0.000,1.0
11250,5/1/2007,05:15:00,2.434,0.160,242.710,10.000,0.000,0.000,0.0
11251,10/6/2010,09:26:00,1.264,0.000,239.990,5.200,0.000,0.000,18.0
11252,28/11/2009,03:45:00,0.224,0.000,244.120,0.800,0.000,0.000,1.0
11253,12/8/2009,01:40:00,0.160,0.000,243.570,0.600,0.000,0.000,1.0
11254,7/3/2008,06:04:00,0.298,0.072,241.160,1.200,0.000,0.000,0.0
11255,3/2/2010,22:28:00,2.184,0.200,237.250,9.200,1.000,1.000,18.0
11256,18/10/2007,04:12:00,0.416,0.206,242.610,1.800,0.000,0.000,0.0
11257,2/4/2008,09:48:00,1.620,0.172,234.110,7.000,0.000,1.000,17.0
11258,24/5/2007,12:46:00,0.292,0.074,234.250,1.200,0.000,1.000,0.0
11259,2/1/2009,19:09:00,3.354,0.462,238.250,14.200,0.000,8.000,18.0
11260,2/8/2007,07:19:00,0.102,0.000,237.250,0.400,0.000,0.000,0.0
11261,24/8/2009,21:38:00,3.882,0.210,237.290,16.400,37.000,1.000,18.0
11262,6/7/2008,13:38:00,0.492,0.422,242.660,2.600,0.000,0.000,0.0
11263,23/10/2008,04:28:00,0.302,0.068,240.990,1.200,0.000,1.000,1.0
11264,21/10/2010,01:44:00,1.072,0.436,240.290,4.800,0.000,1.000,11.0
11265,7/3/2009,09:43:00,1.388,0.048,239.560,5.800,0.000,0.000,17.0
11266,1/2/2009,02:15:00,1.346,0.068,244.740,5.400,0.000,0.000,18.0
11267,30/8/2008,08:11:00,0.112,0.064,238.770,0.600,0.000,0.000,1.0
11268,13/4/2010,02:40:00,0.402,0.228,244.000,1.800,0.000,1.000,0.0
11269,8/7/2010,07:06:00,1.362,0.078,239.070,5.600,0.000,0.000,18.0
11270,2/8/2010,00:25:00,0.234,0.090,242.110,1.000,0.000,0.000,1.0
11271,21/5/2009,03:28:00,0.232,0.000,241.940,1.000,0.000,0.000,1.0
11272,9/4/2007,12:45:00,0.318,0.114,239.510,1.400,0.000,0.000,0.0
11273,17/3/2010,00:57:00,0.372,0.146,243.660,1.600,0.000,0.000,1.0
11274,6/2/2008,20:53:00,4.318,0.070,238.820,18.600,15.000,0.000,17.0
11275,29/12/2009,03:33:00,0.270,0.000,246.130,1.000,0.000,0.000,0.0
11276,13/10/2008,15:49:00,0.554,0.188,243.110,2.400,0.000,1.000,1.0
11277,3/9/2007,13:46:00,0.212,0.102,240.380,1.000,0.000,1.000,0.0
11278,19/3/2008,06:49:00,3.110,0.118,240.700,13.600,0.000,0.000,12.0
11279,21/3/2008,06:36:00,0.504,0.100,244.360,2.000,0.000,0.000,0.0
11280,23/6/2007,03:19:00,0.246,0.174,240.140,1.200,0.000,1.000,0.0
11281,28/3/2007,09:09:00,1.582,0.352,238.470,6.800,1.000,1.000,17.0
11282,5/3/2007,03:55:00,0.242,0.000,243.080,1.000,0.000,1.000,0.0
11283,29/9/2010,16:58:00,2.176,0.394,242.060,9.000,0.000,0.000,29.0
11284,1/8/2007,01:56:00,0.174,0.102,238.800,0.800,0.000,0.000,0.0
11285,16/10/2009,13:47:00,0.448,0.000,240.970,1.800,0.000,0.000,1.0
11286,11/9/2010,20:12:00,0.486,0.050,238.660,2.600,0.000,1.000,0.0
11287,20/2/2009,16:52:00,1.146,0.064,244.400,4.800,0.000,0.000,0.0
11288,25/5/2009,08:03:00,1.482,0.168,238.460,6.200,0.000,1.000,18.0
11289,30/6/2007,01:47:00,0.132,0.000,240.530,0.600,0.000,0.000,0.0
11290,14/4/2009,11:25:00,1.396,0.000,242.400,5.800,0.000,0.000,19.0
11291,12/2/2008,09:39:00,1.966,0.292,234.160,8.400,0.000,2.000,17.0
11292,8/9/2007,11:00:00,1.288,0.072,236.390,5.400,0.000,0.000,17.0
11293,4/3/2009,21:37:00,2.640,0.000,238.640,11.000,0.000,0.000,18.0
11294,14/4/2010,07:43:00,1.816,0.076,238.070,7.600,0.000,0.000,18.0
11295,19/11/2010,12:56:00,1.45,0.068,242.64,6.0,0.0,0.0,18.0
11296,1/5/2009,09:54:00,1.424,0.112,242.770,5.800,0.000,1.000,19.0
11297,28/7/2008,23:07:00,0.452,0.138,243.260,2.200,0.000,0.000,1.0
11298,20/3/2009,05:51:00,0.302,0.088,243.460,1.200,0.000,2.000,0.0
11299,13/11/2009,09:39:00,1.696,0.168,237.070,7.200,0.000,1.000,18.0
11300,10/3/2007,14:27:00,1.586,0.314,241.300,6.600,0.000,3.000,18.0
11301,16/2/2009,20:53:00,1.746,0.078,239.130,7.200,0.000,0.000,18.0
11302,31/3/2010,04:55:00,0.326,0.120,241.840,1.400,0.000,0.000,1.0
11303,18/5/2007,14:58:00,3.538,0.000,234.110,15.000,37.000,0.000,16.0
11304,31/8/2008,19:44:00,3.734,0.108,236.440,15.800,38.000,0.000,18.0
11305,17/11/2009,14:48:00,0.736,0.172,247.550,3.000,0.000,2.000,1.0
11306,5/3/2010,16:30:00,0.276,0.000,246.300,1.200,0.000,0.000,1.0
11307,10/1/2008,13:22:00,1.456,0.056,239.760,6.000,0.000,0.000,18.0
11308,11/11/2007,20:36:00,1.994,0.284,237.660,8.400,0.000,2.000,0.0
11309,4/1/2009,13:14:00,0.636,0.000,243.790,2.600,0.000,0.000,0.0
11310,23/10/2008,17:18:00,0.558,0.048,239.250,2.600,0.000,0.000,0.0
11311,24/2/2007,03:31:00,1.360,0.106,238.770,5.600,0.000,0.000,17.0
11312,29/12/2009,08:30:00,1.312,0.146,244.210,5.400,0.000,0.000,0.0
11313,27/5/2009,07:48:00,1.384,0.142,228.040,6.000,0.000,0.000,17.0
11314,14/4/2010,19:18:00,0.388,0.102,242.290,1.600,0.000,0.000,1.0
11315,11/10/2009,04:35:00,0.326,0.122,243.470,1.400,0.000,0.000,1.0
11316,1/6/2010,14:13:00,1.450,0.000,239.370,6.000,0.000,0.000,18.0
11317,7/8/2007,20:44:00,0.866,0.196,235.990,3.600,0.000,0.000,0.0
11318,7/10/2008,22:55:00,1.306,0.054,242.900,5.400,0.000,0.000,1.0
11319,3/9/2010,21:27:00,1.894,0.120,240.670,8.000,2.000,2.000,7.0
11320,17/4/2009,18:38:00,0.632,0.174,244.440,2.600,0.000,0.000,0.0
11321,22/5/2008,00:07:00,0.302,0.140,244.980,1.400,0.000,0.000,0.0
11322,27/4/2009,06:09:00,0.310,0.000,240.830,1.400,0.000,0.000,0.0
11323,26/3/2010,18:11:00,1.710,0.374,239.040,7.200,0.000,1.000,18.0
11324,4/10/2007,20:33:00,2.834,0.156,237.610,11.800,1.000,0.000,17.0
11325,26/9/2010,09:07:00,?,?,?,?,?,?,
11326,9/9/2007,03:48:00,0.228,0.110,240.400,1.000,0.000,0.000,0.0
11327,9/5/2009,17:27:00,0.800,0.096,240.090,3.400,0.000,0.000,1.0
11328,21/8/2010,13:21:00,?,?,?,?,?,?,
11329,28/12/2008,14:34:00,1.410,0.102,244.270,5.800,0.000,0.000,18.0
11330,30/3/2007,19:52:00,0.972,0.124,238.880,4.400,0.000,0.000,0.0
11331,31/3/2009,21:02:00,3.656,0.186,239.520,15.200,0.000,22.000,17.0
11332,3/1/2009,09:01:00,1.574,0.196,242.520,6.400,0.000,2.000,18.0
11333,6/12/2007,04:32:00,0.398,0.000,242.350,1.800,0.000,0.000,0.0
11334,25/4/2007,10:09:00,1.382,0.066,229.980,6.000,0.000,0.000,16.0
11335,10/6/2009,11:16:00,0.358,0.000,237.730,1.600,0.000,0.000,0.0
11336,7/12/2009,20:38:00,1.420,0.210,239.690,6.000,0.000,0.000,1.0
11337,28/1/2010,00:31:00,1.492,0.000,243.080,6.000,0.000,0.000,18.0
11338,28/11/2007,06:42:00,0.772,0.098,243.360,3.200,0.000,0.000,0.0
11339,7/1/2007,05:37:00,0.302,0.132,244.400,1.400,0.000,0.000,0.0
11340,25/7/2007,23:38:00,0.244,0.124,237.420,1.200,0.000,0.000,0.0
11341,15/2/2009,19:42:00,2.464,0.076,233.780,10.400,36.000,0.000,0.0
11342,24/5/2007,11:12:00,0.214,0.000,233.610,1.000,0.000,0.000,0.0
11343,21/12/2006,05:26:00,0.208,0.000,243.470,0.800,0.000,0.000,0.0
11344,26/1/2007,10:21:00,0.466,0.110,239.720,2.200,0.000,0.000,0.0
11345,24/5/2009,06:34:00,0.418,0.208,240.710,1.800,0.000,0.000,1.0
11346,6/4/2009,01:38:00,0.282,0.000,243.030,1.200,0.000,0.000,0.0
11347,7/12/2007,18:54:00,1.362,0.106,237.150,5.600,0.000,0.000,0.0
11348,21/4/2008,05:16:00,0.256,0.000,240.400,1.000,0.000,0.000,1.0
11349,28/4/2007,01:34:00,?,?,?,?,?,?,
11350,11/7/2010,16:26:00,0.552,0.376,238.570,2.800,0.000,2.000,0.0
11351,23/9/2007,07:33:00,0.350,0.316,240.070,1.800,0.000,1.000,0.0
11352,23/7/2010,14:09:00,1.200,0.286,239.270,5.200,0.000,2.000,10.0
